,Suite,Tempo do Imóvel,academia,area_total,area_util,bairro,banheiros,churrasqueira,condominio,elevador,iptu,piscina,preco,quartos,salao_festa,tipo,vagas,Bairro
5179,,,1,62,,Santo Antônio,3,1,105.0,1,,0,475000,2,1,2,3,
5180,,,0,79,,Mauá,3,1,351.0,1,,1,495000,3,1,2,3,
5181,,,0,40,,Nova Gerty,6,0,568.0,0,,0,319000,1,0,2,6,
5182,,,1,127,,Boa Vista,4,0,430.0,0,,1,530000,3,1,1,4,
5183,,,1,68,,Fundação,2,1,535.0,0,,1,420000,2,1,2,2,
5184,,,0,160,,Santo Antônio,2,0,105.0,1,,0,1050000,4,1,2,2,
5185,,,0,70,,Centro,4,1,500.0,1,,1,500000,2,1,2,4,
5186,,,0,150,,Santa Maria,2,0,520.0,1,,0,750000,2,1,2,2,
5187,,,0,150,,Centro,2,1,19.0,1,,1,630000,4,1,2,2,
5188,,,1,61,,Osvaldo Cruz,1,1,511.0,1,,0,510000,2,1,2,1,
5189,,,0,76,,Santa Maria,1,1,515.0,1,,1,4199000,2,0,2,1,
5190,,,0,79,,Boa Vista,2,1,508.0,1,,1,700000,3,1,2,2,
5191,,,0,55,,Olímpico,2,1,550.0,1,,0,2969000,2,1,2,2,
5192,,,0,174,,Santa Paula,3,1,1.0,1,,1,990000,3,0,2,3,
5193,,,0,65,,Boa Vista,2,0,450.0,1,,0,365000,2,0,2,2,
5194,,,0,90,,Olímpico,1,1,385.0,1,,1,850000,2,1,2,1,
5195,,,1,90,,Santa Paula,4,0,561.0,1,,0,650000,3,1,2,4,
5196,,,0,180,,Santa Paula,2,1,14.0,1,,1,1200000,3,1,2,2,
5197,,,0,67,,Santa Maria,2,1,775.0,1,,1,240000,3,1,2,2,
5198,,,0,65,,Barcelona,1,0,450.0,1,,0,435000,2,0,2,1,
5199,,,0,70,,Olímpico,2,1,878.0,1,,1,395000,2,1,2,2,
5200,,,1,75,,Santa Maria,2,1,395.0,1,,0,460000,2,1,2,2,
5201,,,0,160,,Santa Maria,1,0,410.0,1,,1,7499000,3,1,2,1,
5202,,,0,84,,Santa Paula,2,1,447.0,1,,1,750000,3,1,2,2,
5203,,,1,140,,Nova Gerty,1,1,482.0,0,,0,500000,2,0,2,1,
5204,,,0,56,,Cerâmica,2,1,478.0,1,,1,459000,2,1,2,2,
5205,,,1,68,,Cerâmica,1,0,105.0,1,,0,720000,2,1,2,1,
5206,,,0,64,,Santa Maria,2,1,351.0,1,,1,390000,2,1,2,2,
5207,,,1,65,,Cerâmica,2,0,568.0,0,,1,430000,2,1,2,2,
5208,,,0,80,,Jardim Sao Caetano,3,1,430.0,1,,1,495000,3,1,2,3,
5209,,,1,264,,Olímpico,1,1,535.0,1,,0,1980000,3,1,2,1,
5210,,,0,113,,Santo Antônio,1,1,105.0,1,,1,1130000,2,1,2,1,
5211,,,0,61,,Fundação,1,0,500.0,0,,0,331000,2,0,2,1,
5212,,,1,90,,Cerâmica,2,0,520.0,0,,1,990000,2,1,2,2,
5213,,,1,106,,Santa Paula,1,1,19.0,0,,1,550000,3,1,2,1,
5214,,,0,68,,Cerâmica,2,0,150.0,1,,0,6498000,2,1,2,2,
5215,,,0,68,,Barcelona,2,1,511.0,1,,1,450000,2,1,2,2,
5216,,,0,67,,Barcelona,3,0,515.0,1,,0,455000,2,1,2,3,
5217,,,0,88,,Barcelona, -- ,1,508.0,1,,1,450000,3,1,2, -- ,
5218,,,1,62,,Santo Antônio,2,1,550.0,1,,0,475000,2,1,2,2,
5219,,,1,79,,Mauá,2,1,1.0,1,,0,495000,3,1,2,2,
5220,,,0,150,,Centro,1,1,450.0,1,,1,630000,4,0,2,1,
5221,,,0,61,,Osvaldo Cruz,1,1,385.0,1,,0,510000,2,1,2,1,
5222,,,0,76,,Santa Maria,1,1,561.0,1,,1,4199000,2,0,2,1,
5223,,,0,79,,Boa Vista,3,0,14.0,1,,0,700000,3,0,2,3,
5224,,,0,55,,Olímpico,1,1,775.0,1,,1,2969000,2,1,2,1,
5225,,,0,174,,Santa Paula,3,1,450.0,1,,1,990000,3,1,2,3,
5226,,,1,65,,Boa Vista,1,0,878.0,1,,0,365000,2,1,2,1,
5227,,,0,90,,Olímpico,1,1,395.0,1,,1,850000,2,1,2,1,
5228,,,0,90,,Santa Paula,1,0,410.0,1,,0,650000,3,0,2,1,
5229,,,0,180,,Santa Paula,1,1,447.0,1,,1,1200000,3,1,2,1,
5230,,,0,67,,Santa Maria,4,1,482.0,1,,1,240000,3,1,2,4,
5231,,,1,65,,Barcelona,2,1,478.0,1,,0,435000,2,1,2,2,
5232,,,0,70,,Olímpico,4,0,105.0,1,,1,395000,2,1,2,4,
5233,,,1,75,,Santa Maria,2,1,430.0,0,,0,460000,2,0,2,2,
5234,,,0,160,,Santa Maria,1,1,105.0,1,,1,7499000,3,1,2,1,
5235,,,1,84,,Santa Paula,2,0,500.0,1,,0,750000,3,1,2,2,
5236,,,0,140,,Nova Gerty,2,1,520.0,1,,1,500000,2,1,2,2,
5237,,,1,56,,Cerâmica,2,0,19.0,0,,1,459000,2,1,2,2,
5238,,,0,68,,Cerâmica,1,1,150.0,1,,1,720000,2,1,2,1,
5239,,,1,64,,Santa Maria,3,1,515.0,1,,0,390000,2,1,2,3,
5240,,,0,65,,Cerâmica,3,1,508.0,1,,1,430000,2,1,2,3,
5241,,,0,80,,Jardim Sao Caetano,4,0,550.0,0,,0,495000,3,0,2,4,
5242,,,1,264,,Olímpico,1,0,1.0,0,,1,1980000,3,1,2,1,
5243,,,1,113,,Santo Antônio,4,1,450.0,0,,1,1130000,2,1,2,4,
5244,,,0,61,,Fundação,3,0,600.0,1,,0,331000,2,1,2,3,
5245,,,0,90,,Cerâmica,3,1,385.0,1,,1,990000,2,1,2,3,
5246,,,0,106,,Santa Paula, 2-3 ,0,561.0,1,,0,550000,3,1,2, 2-3 ,
5247,,,0,68,,Cerâmica,2,1,14.0,1,,1,6498000,2,1,2,2,
5248,,,1,68,,Barcelona,2,1,775.0,1,,0,450000,2,1,2,2,
5249,,,1,67,,Barcelona,1,1,450.0,1,,0,455000,2,1,2,1,
5250,,,0,88,,Barcelona,2,1,878.0,1,,1,450000,3,0,2,2,
5251,,,0,62,,Santo Antônio,1,1,738.0,1,,1,475000,2,1,2,1,
5252,,,0,79,,Mauá,2,1,395.0,1,,0,495000,3,1,2,2,
5253,,,0,150,,Centro,1,1,410.0,1,,1,630000,4,0,2,1,
5254,,,0,61,,Osvaldo Cruz,1,1,482.0,1,,1,510000,2,1,2,1,
5255,,,0,76,,Santa Maria,3,1,478.0,1,,1,4199000,2,1,2,3,
5256,,,1,79,,Boa Vista,2,0,300.0,1,,0,700000,3,1,2,2,
5257,,,0,55,,Olímpico,1,1,500.0,1,,1,2969000,2,1,2,1,
5258,,,0,174,,Santa Paula,2,1,12.0,1,,1,990000,3,1,2,2,
5259,,,0,65,,Boa Vista,2,0,351.0,1,,0,365000,2,0,2,2,
5260,,,0,90,,Olímpico,1,1,430.0,1,,1,850000,2,1,2,1,
5261,,,1,90,,Santa Paula,1,1,535.0,1,,0,650000,3,1,2,1,
5262,,,0,180,,Santa Paula,3,0,105.0,1,,1,1200000,3,1,2,3,
5263,,,0,67,,Santa Maria,1,1,500.0,1,,1,240000,3,1,2,1,
5264,,,1,65,,Barcelona,3,1,520.0,0,,0,435000,2,0,2,3,
5265,,,0,70,,Olímpico,3,1,19.0,1,,1,395000,2,1,2,3,
5266,,,0,75,,Santa Maria,1,1,511.0,1,,1,460000,2,1,2,1,
5267,,,1,160,,Santa Maria,2,0,515.0,0,,1,7499000,3,1,2,2,
5268,,,0,84,,Santa Paula,1,1,508.0,1,,1,750000,3,1,2,1,
5269,,,1,140,,Nova Gerty,1,1,550.0,1,,0,500000,2,1,2,1,
5270,,,0,56,,Cerâmica,1,1,1.0,1,,1,459000,2,1,2,1,
5271,,,0,68,,Cerâmica,1,0,450.0,0,,0,720000,2,0,2,1,
5272,,,1,64,,Santa Maria,2,0,385.0,0,,1,390000,2,1,2,2,
5273,,,1,65,,Cerâmica,2,1,561.0,0,,1,430000,2,1,2,2,
5274,,,0,80,,Jardim Sao Caetano,3,0,14.0,1,,0,495000,3,1,2,3,
5275,,,0,264,,Olímpico,2,1,775.0,1,,1,1980000,3,1,2,2,
5276,,,0,113,,Santo Antônio,3,0,450.0,1,,0,1130000,2,1,2,3,
5277,,,0,61,,Fundação,1,1,878.0,1,,1,331000,2,1,2,1,
5278,,,1,90,,Cerâmica,3,1,738.0,1,,0,990000,2,1,2,3,
5279,,,1,106,,Santa Paula,2,1,395.0,1,,0,550000,3,1,2,2,
5280,,,0,68,,Cerâmica,3,1,410.0,1,,1,6498000,2,0,2,3,
5281,,,0,68,,Barcelona,3,1,447.0,1,,1,450000,2,1,2,3,
5282,,,0,67,,Barcelona,5,1,482.0,1,,0,455000,2,1,2,5,
5283,,,0,88,,Barcelona,3,1,478.0,1,,1,450000,3,0,2,3,
5284,,,0,62,,Santo Antônio,3,0,300.0,1,,0,475000,2,0,2,3,
5285,,,0,79,,Mauá,1,1,105.0,1,,1,495000,3,1,2,1,
5286,,,0,150,,Centro,2,1,351.0,1,,1,630000,4,1,2,2,
5287,,,0,61,,Osvaldo Cruz,2,1,430.0,1,,1,510000,2,1,2,2,
5288,,,0,76,,Santa Maria,1,1,535.0,1,,1,4199000,2,1,2,1,
5289,,,0,79,,Boa Vista,2,0,105.0,1,,0,700000,3,0,2,2,
5290,,,0,55,,Olímpico,1,1,500.0,1,,1,2969000,2,1,2,1,
5291,,,0,174,,Santa Paula,2,1,520.0,1,,1,990000,3,1,2,2,
5292,,,1,65,,Boa Vista,1,1,19.0,1,,0,365000,2,1,2,1,
5293,,,0,90,,Olímpico,2,1,511.0,1,,1,850000,2,1,2,2,
5294,,,1,90,,Santa Paula,2,1,515.0,0,,0,650000,3,0,2,2,
5295,,,0,180,,Santa Paula,2,1,508.0,1,,1,1200000,3,1,2,2,
5296,,,1,67,,Santa Maria,2,0,550.0,1,,0,240000,3,1,2,2,
5297,,,0,65,,Barcelona,2,1,1.0,1,,1,435000,2,1,2,2,
5298,,,1,70,,Olímpico,1,0,450.0,0,,1,395000,2,1,2,1,
5299,,,1,75,,Santa Maria,1,1,385.0,1,,0,460000,2,1,2,1,
5300,,,0,160,,Santa Maria,3,1,561.0,1,,1,7499000,3,1,2,3,
5301,,,0,84,,Santa Paula,2,0,14.0,0,,0,750000,3,0,2,2,
5302,,,1,140,,Nova Gerty,3,0,775.0,0,,1,500000,2,1,2,3,
5303,,,1,56,,Cerâmica,3,1,450.0,0,,1,459000,2,1,2,3,
5304,,,0,68,,Cerâmica,3,0,878.0,1,,0,720000,2,1,2,3,
5305,,,0,64,,Santa Maria,1,1,738.0,1,,1,390000,2,1,2,1,
5306,,,1,65,,Cerâmica,2,1,395.0,1,,0,430000,2,1,2,2,
5307,,,0,80,,Jardim Sao Caetano,2,1,410.0,1,,1,495000,3,0,2,2,
5308,,,0,264,,Olímpico,2,1,447.0,1,,1,1980000,3,1,2,2,
5309,,,0,113,,Santo Antônio,1,1,482.0,1,,0,1130000,2,1,2,1,
5310,,,0,61,,Fundação,3,1,478.0,1,,1,331000,2,0,2,3,
5311,,,0,90,,Cerâmica,1,0,105.0,1,,0,990000,2,0,2,1,
5312,,,0,106,,Santa Paula,2,1,568.0,1,,1,550000,3,1,2,2,
5313,,,1,68,,Cerâmica,1,0,430.0,1,,0,6498000,2,1,2,1,
5314,,,0,68,,Barcelona,2,1,105.0,1,,1,450000,2,1,2,2,
5315,,,0,67,,Barcelona,1,1,500.0,1,,1,455000,2,1,2,1,
5316,,,0,88,,Barcelona,2,0,520.0,1,,0,450000,3,0,2,2,
5317,,,0,62,,Santo Antônio,1,1,19.0,1,,1,475000,2,1,2,1,
5318,,,1,79,,Mauá,2,1,150.0,1,,0,495000,3,1,2,2,
5319,,,0,61,,Osvaldo Cruz,1,0,515.0,1,,1,510000,2,1,2,1,
5320,,,0,76,,Santa Maria,1,1,550.0,1,,1,4199000,2,1,2,1,
5321,,,1,79,,Boa Vista,1,0,1.0,1,,0,700000,3,1,2,1,
5322,,,0,55,,Olímpico,2,1,450.0,1,,1,2969000,2,1,2,2,
5323,,,1,174,,Santa Paula,2,0,600.0,0,,1,990000,3,1,2,2,
5324,,,0,65,,Boa Vista, -- ,1,385.0,1,,1,365000,2,1,2, -- ,
5325,,,1,90,,Olímpico,2,1,561.0,1,,0,850000,2,1,2,2,
5326,,,0,90,,Santa Paula,3,0,775.0,0,,0,650000,3,0,2,3,
5327,,,1,180,,Santa Paula,1,0,450.0,0,,1,1200000,3,1,2,1,
5328,,,1,67,,Santa Maria,2,1,878.0,0,,1,240000,3,1,2,2,
5329,,,0,65,,Barcelona,2,0,738.0,1,,0,435000,2,0,2,2,
5330,,,0,70,,Olímpico,3,0,395.0,0,,0,395000,2,0,2,3,
5331,,,0,75,,Santa Maria,3,1,410.0,1,,1,460000,2,1,2,3,
5332,,,0,160,,Santa Maria,4,1,482.0,1,,1,7499000,3,1,2,4,
5333,,,0,84,,Santa Paula,2,1,478.0,1,,0,750000,3,1,2,2,
5334,,,0,140,,Nova Gerty,2,0,300.0,1,,0,500000,2,1,2,2,
5335,,,0,56,,Cerâmica,4,1,500.0,1,,1,459000,2,1,2,4,
5336,,,0,64,,Santa Maria,2,0,12.0,1,,0,390000,2,1,2,2,
5337,,,0,65,,Cerâmica,2,1,568.0,1,,1,430000,2,1,2,2,
5338,,,1,80,,Jardim Sao Caetano, -- ,1,430.0,1,,0,495000,3,1,2, -- ,
5339,,,1,264,,Olímpico,1,1,105.0,1,,0,1980000,3,1,2,1,
5340,,,0,113,,Santo Antônio,1,1,500.0,1,,1,1130000,2,0,2,1,
5341,,,0,61,,Fundação,2,1,520.0,1,,1,331000,2,1,2,2,
5342,,,0,90,,Cerâmica,2,1,19.0,1,,0,990000,2,1,2,2,
5343,,,0,106,,Santa Paula,3,1,150.0,1,,1,550000,3,0,2,3,
5344,,,0,68,,Cerâmica,2,0,515.0,1,,0,6498000,2,0,2,2,
5345,,,0,68,,Barcelona,3,1,508.0,1,,1,450000,2,1,2,3,
5346,,,0,67,,Barcelona,1,1,550.0,1,,1,455000,2,1,2,1,
5347,,,1,88,,Barcelona,4,0,1.0,1,,0,450000,3,1,2,4,
5348,,,0,62,,Santo Antônio,2,1,450.0,1,,1,475000,2,1,2,2,
5349,,,0,79,,Mauá,2,1,385.0,1,,1,495000,3,1,2,2,
5350,,,0,40,,Nova Gerty,1,0,561.0,1,,0,319000,1,0,2,1,
5351,,,0,127,,Boa Vista,2,1,14.0,1,,1,530000,3,1,1,2,
5352,,,0,150,,Centro,2,1,775.0,1,,1,630000,4,1,2,2,
5353,,,0,61,,Osvaldo Cruz,1,0,878.0,1,,1,510000,2,1,2,1,
5354,,,0,76,,Santa Maria,2,1,738.0,1,,1,4199000,2,1,2,2,
5355,,,1,79,,Boa Vista,1,1,395.0,0,,0,700000,3,0,2,1,
5356,,,0,55,,Olímpico,2,1,410.0,1,,1,2969000,2,1,2,2,
5357,,,1,174,,Santa Paula,1,0,447.0,1,,0,990000,3,1,2,1,
5358,,,0,65,,Boa Vista,2,1,482.0,1,,1,365000,2,1,2,2,
5359,,,0,90,,Olímpico,3,1,300.0,1,,1,850000,2,1,2,3,
5360,,,1,90,,Santa Paula,1,1,500.0,1,,0,650000,3,1,2,1,
5361,,,0,180,,Santa Paula,1,1,12.0,1,,1,1200000,3,1,2,1,
5362,,,0,67,,Santa Maria,1,0,600.0,0,,0,240000,3,0,2,1,
5363,,,1,65,,Barcelona,2,0,780.0,0,,1,435000,2,1,2,2,
5364,,,1,70,,Olímpico,1,1,568.0,0,,1,395000,2,1,2,1,
5365,,,0,75,,Santa Maria,2,0,105.0,1,,0,460000,2,1,2,2,
5366,,,0,160,,Santa Maria,3,1,500.0,1,,1,7499000,3,1,2,3,
5367,,,1,84,,Santa Paula, -- ,1,520.0,1,,0,750000,3,1,2, -- ,
5368,,,1,140,,Nova Gerty,2,1,19.0,1,,0,500000,2,1,2,2,
5369,,,0,56,,Cerâmica,2,1,150.0,1,,1,459000,2,0,2,2,
5370,,,0,68,,Cerâmica,4,1,515.0,1,,1,720000,2,1,2,4,
5371,,,0,64,,Santa Maria,1,1,508.0,1,,0,390000,2,1,2,1,
5372,,,0,65,,Cerâmica,4,1,550.0,1,,1,430000,2,0,2,4,
5373,,,0,80,,Jardim Sao Caetano,3,0,1.0,1,,0,495000,3,0,2,3,
5374,,,0,264,,Olímpico,3,1,450.0,1,,1,1980000,3,1,2,3,
5375,,,0,113,,Santo Antônio, 2-3 ,1,385.0,1,,1,1130000,2,1,2, 2-3 ,
5376,,,1,61,,Fundação,2,0,561.0,1,,0,331000,2,1,2,2,
5377,,,0,90,,Cerâmica,2,1,14.0,1,,1,990000,2,1,2,2,
5378,,,0,106,,Santa Paula,1,1,775.0,1,,1,550000,3,1,2,1,
5379,,,0,68,,Cerâmica,2,0,450.0,1,,0,6498000,2,0,2,2,
5380,,,0,68,,Barcelona,1,1,878.0,1,,1,450000,2,1,2,1,
5381,,,1,67,,Barcelona,2,1,738.0,1,,0,455000,2,1,2,2,
5382,,,0,88,,Barcelona,1,0,395.0,1,,1,450000,3,1,2,1,
5383,,,0,62,,Santo Antônio,2,1,410.0,1,,1,475000,2,1,2,2,
5384,,,1,79,,Mauá,1,1,447.0,0,,0,495000,3,0,2,1,
5385,,,0,150,,Centro,3,1,482.0,1,,1,630000,4,1,2,3,
5386,,,0,61,,Osvaldo Cruz,1,1,300.0,1,,1,510000,2,1,2,1,
5387,,,1,76,,Santa Maria,2,0,500.0,0,,1,4199000,2,1,2,2,
5388,,,0,79,,Boa Vista,2,1,12.0,1,,1,700000,3,1,2,2,
5389,,,1,55,,Olímpico, -- ,1,600.0,1,,0,2969000,2,1,2, -- ,
5390,,,0,174,,Santa Paula,1,1,780.0,1,,1,990000,3,1,2,1,
5391,,,0,65,,Boa Vista,1,0,351.0,0,,0,365000,2,0,2,1,
5392,,,1,90,,Olímpico,1,1,430.0,0,,1,850000,2,1,2,1,
5393,,,0,90,,Santa Paula,3,0,535.0,1,,0,650000,3,0,2,3,
5394,,,0,180,,Santa Paula,3,0,105.0,0,,0,1200000,3,0,2,3,
5395,,,0,67,,Santa Maria,2,0,500.0,1,,0,240000,3,1,2,2,
5396,,,0,65,,Barcelona,1,1,520.0,1,,1,435000,2,1,2,1,
5397,,,0,70,,Olímpico,2,0,19.0,1,,0,395000,2,1,2,2,
5398,,,1,75,,Santa Maria,1,1,511.0,1,,0,460000,2,1,2,1,
5399,,,1,160,,Santa Maria,1,1,515.0,1,,0,7499000,3,1,2,1,
5400,,,0,84,,Santa Paula,1,1,508.0,1,,1,750000,3,0,2,1,
5401,,,0,140,,Nova Gerty,2,1,550.0,1,,1,500000,2,1,2,2,
5402,,,0,56,,Cerâmica,2,1,1.0,1,,0,459000,2,1,2,2,
5403,,,0,68,,Cerâmica,3,1,450.0,1,,1,720000,2,0,2,3,
5404,,,0,64,,Santa Maria,2,0,385.0,1,,0,390000,2,0,2,2,
5405,,,0,65,,Cerâmica,3,1,561.0,1,,1,430000,2,1,2,3,
5406,,,0,80,,Jardim Sao Caetano,1,1,14.0,1,,1,495000,3,1,2,1,
5407,,,1,264,,Olímpico,3,0,775.0,1,,0,1980000,3,1,2,3,
5408,,,0,113,,Santo Antônio,2,1,450.0,1,,1,1130000,2,1,2,2,
5409,,,0,61,,Fundação,3,1,878.0,1,,1,331000,2,1,2,3,
5410,,,0,90,,Cerâmica,3,0,738.0,1,,0,990000,2,0,2,3,
5411,,,0,106,,Santa Paula,5,1,395.0,1,,1,550000,3,1,2,5,
5412,,,0,68,,Cerâmica,3,1,410.0,1,,1,6498000,2,1,2,3,
5413,,,1,68,,Barcelona,3,1,447.0,1,,0,450000,2,1,2,3,
5414,,,0,67,,Barcelona,1,0,482.0,1,,1,455000,2,1,2,1,
5415,,,0,88,,Barcelona,2,1,478.0,1,,1,450000,3,1,2,2,
5416,,,1,62,,Santo Antônio,2,1,300.0,0,,0,475000,2,0,2,2,
5417,,,0,79,,Mauá,2,1,105.0,1,,1,495000,3,1,2,2,
5418,,,1,150,,Centro,1,0,351.0,1,,0,630000,4,1,2,1,
5419,,,1,61,,Osvaldo Cruz,1,0,430.0,0,,1,510000,2,1,2,1,
5420,,,0,76,,Santa Maria,2,1,535.0,1,,1,4199000,2,1,2,2,
5421,,,1,79,,Boa Vista,1,1,105.0,1,,0,700000,3,1,2,1,
5422,,,0,55,,Olímpico,2,1,500.0,1,,1,2969000,2,1,2,2,
5423,,,0,174,,Santa Paula,2,0,520.0,0,,0,990000,3,0,2,2,
5424,,,1,65,,Boa Vista,2,0,19.0,0,,1,365000,2,1,2,2,
5425,,,0,90,,Olímpico,2,0,511.0,1,,0,850000,2,1,2,2,
5426,,,0,90,,Santa Paula,2,1,515.0,1,,1,650000,3,1,2,2,
5427,,,0,180,,Santa Paula,1,0,508.0,1,,0,1200000,3,1,2,1,
5428,,,0,67,,Santa Maria,2,1,550.0,1,,1,240000,3,1,2,2,
5429,,,1,65,,Barcelona,1,1,1.0,1,,0,435000,2,1,2,1,
5430,,,1,70,,Olímpico,3,1,450.0,1,,0,395000,2,1,2,3,
5431,,,0,75,,Santa Maria,3,1,385.0,1,,1,460000,2,1,2,3,
5432,,,0,160,,Santa Maria,3,1,561.0,1,,0,7499000,3,1,2,3,
5433,,,0,84,,Santa Paula,3,1,14.0,1,,1,750000,3,0,2,3,
5434,,,0,140,,Nova Gerty,1,0,775.0,1,,0,500000,2,0,2,1,
5435,,,0,56,,Cerâmica,2,1,450.0,1,,1,459000,2,1,2,2,
5436,,,0,68,,Cerâmica,2,1,878.0,1,,1,720000,2,1,2,2,
5437,,,1,64,,Santa Maria,2,0,738.0,1,,0,390000,2,1,2,2,
5438,,,0,65,,Cerâmica,1,1,395.0,1,,1,430000,2,1,2,1,
5439,,,0,80,,Jardim Sao Caetano,3,1,410.0,1,,1,495000,3,1,2,3,
5440,,,0,264,,Olímpico,1,0,447.0,1,,0,1980000,3,0,2,1,
5441,,,0,113,,Santo Antônio,2,1,482.0,1,,1,1130000,2,1,2,2,
5442,,,0,61,,Fundação,1,1,478.0,1,,1,331000,2,1,2,1,
5443,,,1,90,,Cerâmica,2,1,568.0,1,,0,990000,2,1,2,2,
5444,,,0,106,,Santa Paula,1,0,430.0,1,,1,550000,3,1,2,1,
5445,,,0,68,,Cerâmica,2,1,105.0,1,,1,6498000,2,1,2,2,
5446,,,1,68,,Barcelona,1,1,500.0,0,,0,450000,2,0,2,1,
5447,,,0,67,,Barcelona,2,1,520.0,1,,1,455000,2,1,2,2,
5448,,,1,88,,Barcelona,1,0,19.0,1,,0,450000,3,1,2,1,
5449,,,0,62,,Santo Antônio,2,1,150.0,1,,1,475000,2,1,2,2,
5450,,,1,79,,Mauá,1,0,515.0,0,,1,495000,3,1,2,1,
5451,,,0,150,,Centro,1,1,508.0,1,,1,630000,4,1,2,1,
5452,,,0,61,,Osvaldo Cruz,2,1,1.0,1,,1,510000,2,1,2,2,
5453,,,0,76,,Santa Maria, -- ,0,450.0,0,,0,4199000,2,0,2, -- ,
5454,,,1,79,,Boa Vista,2,0,385.0,0,,1,700000,3,1,2,2,
5455,,,1,55,,Olímpico,1,1,561.0,0,,1,2969000,2,1,2,1,
5456,,,0,174,,Santa Paula,3,1,14.0,1,,1,990000,3,1,2,3,
5457,,,0,65,,Boa Vista,1,0,775.0,1,,0,365000,2,1,2,1,
5458,,,1,90,,Olímpico,2,1,878.0,1,,0,850000,2,1,2,2,
5459,,,1,90,,Santa Paula,3,1,738.0,1,,0,650000,3,1,2,3,
5460,,,0,180,,Santa Paula,3,1,395.0,1,,1,1200000,3,0,2,3,
5461,,,0,67,,Santa Maria,6,1,410.0,1,,1,240000,3,1,2,6,
5462,,,0,65,,Barcelona,4,1,447.0,1,,0,435000,2,1,2,4,
5463,,,0,70,,Olímpico,2,1,482.0,1,,1,395000,2,0,2,2,
5464,,,0,75,,Santa Maria,4,1,300.0,1,,1,460000,2,1,2,4,
5465,,,0,160,,Santa Maria,2,1,500.0,1,,1,7499000,3,1,2,2,
5466,,,1,84,,Santa Paula,2,0,12.0,1,,0,750000,3,1,2,2,
5467,,,0,140,,Nova Gerty, -- ,1,600.0,1,,1,500000,2,1,2, -- ,
5468,,,0,56,,Cerâmica,1,1,780.0,1,,1,459000,2,1,2,1,
5469,,,0,68,,Cerâmica,1,0,351.0,1,,0,720000,2,0,2,1,
5470,,,0,64,,Santa Maria,2,1,568.0,1,,1,390000,2,1,2,2,
5471,,,1,65,,Cerâmica,2,1,430.0,1,,0,430000,2,1,2,2,
5472,,,0,80,,Jardim Sao Caetano,3,0,535.0,1,,1,495000,3,1,2,3,
5473,,,0,264,,Olímpico,2,1,105.0,1,,1,1980000,3,1,2,2,
5474,,,1,113,,Santo Antônio,3,1,500.0,0,,0,1130000,2,0,2,3,
5475,,,0,61,,Fundação,1,1,520.0,1,,1,331000,2,1,2,1,
5476,,,1,90,,Cerâmica,4,0,19.0,1,,0,990000,2,1,2,4,
5477,,,0,106,,Santa Paula,2,1,150.0,1,,1,550000,3,1,2,2,
5478,,,1,68,,Cerâmica,2,0,511.0,0,,1,6498000,2,1,2,2,
5479,,,0,68,,Barcelona,1,1,515.0,1,,1,450000,2,1,2,1,
5480,,,1,67,,Barcelona,2,1,508.0,1,,0,455000,2,1,2,2,
5481,,,0,88,,Barcelona,2,1,550.0,1,,1,450000,3,1,2,2,
5482,,,0,62,,Santo Antônio,2,0,1.0,0,,0,475000,2,0,2,2,
5483,,,1,79,,Mauá,1,0,450.0,0,,1,495000,3,1,2,1,
5484,,,1,150,,Centro,2,1,385.0,0,,1,630000,4,1,2,2,
5485,,,0,61,,Osvaldo Cruz,2,0,14.0,0,,0,510000,2,0,2,2,
5486,,,0,76,,Santa Maria,1,0,775.0,1,,0,4199000,2,1,2,1,
5487,,,0,79,,Boa Vista,2,1,450.0,1,,1,700000,3,1,2,2,
5488,,,0,55,,Olímpico,2,0,878.0,1,,0,2969000,2,1,2,2,
5489,,,0,174,,Santa Paula,3,1,738.0,1,,1,990000,3,1,2,3,
5490,,,1,65,,Boa Vista,1,1,395.0,1,,0,365000,2,1,2,1,
5491,,,0,90,,Olímpico,1,1,447.0,1,,1,850000,2,0,2,1,
5492,,,0,90,,Santa Paula,2,1,482.0,1,,1,650000,3,1,2,2,
5493,,,0,180,,Santa Paula,1,1,478.0,1,,0,1200000,3,1,2,1,
5494,,,0,67,,Santa Maria,2,1,300.0,1,,1,240000,3,0,2,2,
5495,,,0,65,,Barcelona,2,0,105.0,1,,0,435000,2,0,2,2,
5496,,,0,70,,Olímpico,3,1,351.0,1,,1,395000,2,1,2,3,
5497,,,1,75,,Santa Maria,2,0,430.0,1,,0,460000,2,1,2,2,
5498,,,0,160,,Santa Maria,2,1,535.0,1,,1,7499000,3,1,2,2,
5499,,,0,84,,Santa Paula,4,1,105.0,1,,1,750000,3,1,2,4,
5500,,,0,140,,Nova Gerty,1,0,500.0,1,,0,500000,2,0,2,1,
5501,,,0,56,,Cerâmica,4,1,520.0,1,,1,459000,2,1,2,4,
5502,,,0,68,,Cerâmica,3,1,19.0,1,,1,720000,2,1,2,3,
5503,,,1,64,,Santa Maria,3,1,150.0,1,,0,390000,2,1,2,3,
5504,,,0,65,,Cerâmica, 2-3 ,0,511.0,1,,1,430000,2,1,2, 2-3 ,
5505,,,0,80,,Jardim Sao Caetano,2,1,515.0,1,,1,495000,3,1,2,2,
5506,,,1,264,,Olímpico,2,1,508.0,0,,0,1980000,3,0,2,2,
